Vg,Id,Is,Ig,Vd,Rt,Ib,I_handle
5,1.03624E-09,-1.0979E-09,1.271E-10,0.05,48251370.3389176,,
5.02,1.05752E-09,-1.1366E-09,7.614E-11,0.05,47280429.684545,,
5.04,1.06436E-09,-1.1519E-09,2.56E-11,0.05,46976586.8691044,,
5.06,1.09693E-09,-1.1829E-09,6.897E-11,0.05,45581760.0029172,,
5.08,1.11092E-09,-1.191E-09,9.312E-11,0.05,45007741.331509,,
5.1,1.15004E-09,-1.2123E-09,1.2375E-10,0.05,43476748.6348301,,
5.12,1.1667E-09,-1.252E-09,3.679E-11,0.05,42855918.4023314,,
5.14,1.1915E-09,-1.2599E-09,7.742E-11,0.05,41963911.0365086,,
5.16,1.2329E-09,-1.2919E-09,1.3744E-10,0.05,40554789.5206424,,
5.18,1.2545E-09,-1.331E-09,7.512E-11,0.05,39856516.5404544,,
5.2,1.266E-09,-1.3517E-09,2.606E-11,0.05,39494470.7740916,,
5.22,1.3026E-09,-1.3869E-09,7.201E-11,0.05,38384768.9236911,,
5.24,1.3241E-09,-1.4042E-09,1.063E-10,0.05,37761498.3762556,,
5.26,1.3625E-09,-1.4296E-09,1.0341E-10,0.05,36697247.706422,,
5.28,1.3941E-09,-1.4757E-09,6.851E-11,0.05,35865432.8957751,,
5.3,1.4096E-09,-1.5046E-09,1.912E-11,0.05,35471055.6186152,,
5.32,1.4427E-09,-1.5194E-09,7.527E-11,0.05,34657239.8974146,,
5.34,1.4914E-09,-1.5582E-09,1.2694E-10,0.05,33525546.4664074,,
5.36,1.5217E-09,-1.6022E-09,7.877E-11,0.05,32857987.7768286,,
5.38,1.5341E-09,-1.6257E-09,2.451E-11,0.05,32592399.4524477,,
5.4,1.576E-09,-1.664E-09,7.266E-11,0.05,31725888.3248731,,
5.42,1.611E-09,-1.6897E-09,1.1139E-10,0.05,31036623.2153942,,
5.44,1.6523E-09,-1.7216E-09,9.514E-11,0.05,30260848.5141923,,
5.46,1.6939E-09,-1.7737E-09,6.519E-11,0.05,29517681.0909735,,
5.48,1.7182E-09,-1.8107E-09,2.711E-11,0.05,29100221.1616808,,
5.5,1.7552E-09,-1.8314E-09,7.952E-11,0.05,28486782.1330903,,
5.52,1.812E-09,-1.8791E-09,1.3796E-10,0.05,27593818.9845475,,
5.54,1.844E-09,-1.9195E-09,7.973E-11,0.05,27114967.462039,,
5.56,1.8773E-09,-1.9635E-09,4.034E-11,0.05,26633995.6320247,,
5.58,1.9212E-09,-2.012E-09,6.76E-11,0.05,26025400.7911722,,
5.6,1.9587E-09,-2.0415E-09,1.0188E-10,0.05,25527135.3448716,,
5.62,2.0109E-09,-2.0798E-09,1.2112E-10,0.05,24864488.5374708,,
5.64,2.0607E-09,-2.1461E-09,7.969E-11,0.05,24263599.7476586,,
5.66,2.0873E-09,-2.1853E-09,2.112E-11,0.05,23954390.8398409,,
5.68,2.1403E-09,-2.2266E-09,7.96E-11,0.05,23361211.0451806,,
5.7,2.1982E-09,-2.2723E-09,1.2727E-10,0.05,22745882.9951779,,
5.72,2.2404E-09,-2.3144E-09,8.495E-11,0.05,22317443.313694,,
5.74,2.2961E-09,-2.3761E-09,5.226E-11,0.05,21776055.0498672,,
5.76,2.3379E-09,-2.4311E-09,5.201E-11,0.05,21386714.5729073,,
5.78,2.3847E-09,-2.464E-09,8.977E-11,0.05,20966997.9452342,,
5.8,2.4477E-09,-2.5185E-09,1.1986E-10,0.05,20427339.9517915,,
5.82,2.5073E-09,-2.5952E-09,8.033E-11,0.05,19941770.031508,,
5.84,2.5468E-09,-2.6447E-09,1.98E-11,0.05,19632479.9748704,,
5.86,2.6087E-09,-2.6968E-09,8.124E-11,0.05,19166634.7222755,,
5.88,2.6757E-09,-2.7517E-09,1.2416E-10,0.05,18686698.8077886,,
5.9,2.7317E-09,-2.8048E-09,9.069E-11,0.05,18303620.4561262,,
5.92,2.798E-09,-2.8784E-09,5.726E-11,0.05,17869907.0764832,,
5.94,2.8496E-09,-2.9438E-09,4.59E-11,0.05,17546322.2908478,,
5.96,2.9082E-09,-2.987E-09,8.77E-11,0.05,17192765.2843683,,
5.98,2.9882E-09,-3.0553E-09,1.4266E-10,0.05,16732481.0922964,,
6,3.0518E-09,-3.1346E-09,8.334E-11,0.05,16383773.510715,,
6.02,3.1024E-09,-3.1948E-09,3.32E-11,0.05,16116554.9252192,,
6.04,3.1761E-09,-3.2721E-09,7.813E-11,0.05,15742577.3747678,,
6.06,3.2523E-09,-3.3326E-09,1.2894E-10,0.05,15373735.5102543,,
6.08,3.3204E-09,-3.3963E-09,9.37E-11,0.05,15058426.6955788,,
6.1,3.4021E-09,-3.4835E-09,6.376E-11,0.05,14696804.9146116,,
6.12,3.4656E-09,-3.5614E-09,5.122E-11,0.05,14427516.1588181,,
6.14,3.5402E-09,-3.6225E-09,9.15E-11,0.05,14123495.8476922,,
6.16,3.6314E-09,-3.7028E-09,1.4273E-10,0.05,13768794.404362,,
6.18,3.7115E-09,-3.7989E-09,8.538E-11,0.05,13471642.1931833,,
6.2,3.7758E-09,-3.8722E-09,3.347E-11,0.05,13242226.8128609,,
6.22,3.8675E-09,-3.9634E-09,8.087E-11,0.05,12928248.2223659,,
6.24,3.951E-09,-4.0349E-09,1.1928E-10,0.05,12655024.0445457,,
6.26,4.0394E-09,-4.116E-09,1.0457E-10,0.05,12378075.951874,,
6.28,4.1369E-09,-4.2234E-09,7.378E-11,0.05,12086344.8475912,,
6.3,4.2127E-09,-4.3126E-09,3.296E-11,0.05,11868872.6944715,,
6.32,4.3054E-09,-4.3871E-09,8.623E-11,0.05,11613322.8039207,,
6.34,4.4134E-09,-4.4827E-09,1.4333E-10,0.05,11329134.000997,,
6.36,4.5009E-09,-4.578E-09,8.81E-11,0.05,11108889.3332445,,
6.38,4.5936E-09,-4.6833E-09,5.035E-11,0.05,10884709.1605712,,
